"지점","지점명","일시","기온..C.","풍향.deg.","풍속.m.s.","강수량.mm.","습도...","시"
400,"강남","2019-06-21",22.4,19.8,1.6,0,68.8,21
400,"강남","2019-06-21",21.9,119.7,0.8,0,71.9,22
400,"강남","2019-06-21",21.4,33.2,1.3,0,68.9,23
400,"강남","2019-06-22",21,53.7,0.7,0,65.7,6
400,"강남","2019-06-22",19.9,2.4,1,0,65.3,7
400,"강남","2019-06-22",19.3,32.2,1.3,0,65.6,8
400,"강남","2019-06-22",18.6,343.8,0.6,0,67.7,9
400,"강남","2019-06-22",18.3,0,0.2,0,67.3,0
400,"강남","2019-06-22",18,0,0,0,70.3,1
400,"강남","2019-06-22",18.5,0,0,0,67.4,2
400,"강남","2019-06-22",20.8,0,0,0,56.3,3
400,"강남","2019-06-22",22.2,0,0.2,0,50.3,0
400,"강남","2019-06-22",24,94.7,1.3,0,46,1
400,"강남","2019-06-22",25,3.2,1.9,0,45.7,10
400,"강남","2019-06-22",26.7,331.8,1.7,0,42.1,11
400,"강남","2019-06-22",27.1,27.4,1.4,0,38,12
400,"강남","2019-06-22",28.6,335.2,1.2,0,36.1,13
400,"강남","2019-06-22",29.2,10.7,1.1,0,33.4,14
400,"강남","2019-06-22",30.2,27.5,1.5,0,30.2,15
400,"강남","2019-06-22",30.6,20.7,1,0,30.1,16
400,"강남","2019-06-22",31,17,2.1,0,30.2,17
400,"강남","2019-06-22",29.5,26.1,1.3,0,31.7,18
400,"강남","2019-06-22",28.1,94.1,1.4,0,37.7,19
400,"강남","2019-06-22",27.2,107.2,1.4,0,39.9,20
400,"강남","2019-06-22",26.3,116.1,1,0,42,21
400,"강남","2019-06-22",25.4,124,0.8,0,40.1,22
400,"강남","2019-06-22",24.4,79.8,0.5,0,41.2,23
400,"강남","2019-06-23",24.3,69.9,1.1,0,40.8,2
400,"강남","2019-06-23",22.7,67.2,0.6,0,45.4,3
400,"강남","2019-06-23",21.5,0,0.3,0,50.3,4
400,"강남","2019-06-23",21.3,115.4,0.5,0,50,5
400,"강남","2019-06-23",21.2,128.5,0.6,0,50.4,6
400,"강남","2019-06-23",20,0,0.3,0,56.4,7
400,"강남","2019-06-23",19.9,0,0.1,0,62.7,8
400,"강남","2019-06-23",22.4,94.3,0.5,0,51.1,9
400,"강남","2019-06-23",24.5,144.2,0.9,0,44.9,0
400,"강남","2019-06-23",25.9,157.3,1.5,0,43,1
400,"강남","2019-06-23",26.2,123,1.8,0,42.7,10
400,"강남","2019-06-23",27.3,86.8,1.5,0,39.5,11
400,"강남","2019-06-23",28.8,22.4,1.5,0,37.3,12
400,"강남","2019-06-23",29.4,0,0.1,0,35.9,17
400,"강남","2019-06-23",24.7,245.2,1.3,0,63.8,20
400,"강남","2019-06-23",24.9,262,1.9,0,53.7,21
400,"강남","2019-06-23",24.8,285.7,1.3,0,45.5,22
400,"강남","2019-06-23",22.9,244.8,1,0,55,23
400,"강남","2019-06-24",22.1,246.5,0.5,0,61.8,2
400,"강남","2019-06-24",22.1,0,0.3,0,63.6,3
400,"강남","2019-06-24",22,295.4,0.7,0,61.9,4
400,"강남","2019-06-24",22,0,0.1,0,64.5,5
400,"강남","2019-06-24",22,0,0.4,0,65.6,6
400,"강남","2019-06-24",21.9,169.9,1.1,0,62.3,7
400,"강남","2019-06-24",21.7,175.3,1.2,0,61.3,8
400,"강남","2019-06-24",22.5,175.9,1.4,0,59.1,9
400,"강남","2019-06-24",24,160.1,1.5,0,53.1,0
400,"강남","2019-06-24",25.3,179,1.8,0,51.2,1
400,"강남","2019-06-24",26.8,189.9,1.3,0,47.1,10
400,"강남","2019-06-24",28.4,200.1,1.4,0,43.1,11
400,"강남","2019-06-24",29.2,219.9,1.6,0,42,12
400,"강남","2019-06-24",30.3,190.3,2.7,0,39.6,13
400,"강남","2019-06-24",31,218.3,1.3,0,36.2,14
400,"강남","2019-06-24",29.6,209.6,2.7,0,39.5,15
400,"강남","2019-06-24",30.5,265.1,2.7,0,35.3,16
400,"강남","2019-06-24",29.7,264.3,2.5,0,37.4,17
400,"강남","2019-06-24",28.6,255.1,2.4,0,40.2,18
400,"강남","2019-06-24",27.2,242.8,1.9,0,41.9,19
400,"강남","2019-06-24",25.8,246.5,1.9,0,47.4,20
400,"강남","2019-06-24",24.6,262.7,1.9,0,50.7,21
400,"강남","2019-06-24",23.7,233.4,1.4,0,56.2,22
400,"강남","2019-06-24",23,254.4,1.5,0,58.8,23
400,"강남","2019-06-25",22.5,238.4,1.4,0,61.5,2
400,"강남","2019-06-25",21.8,233.1,1.1,0,64.3,3
400,"강남","2019-06-25",21.3,236.9,1.4,0,66.2,0
400,"강남","2019-06-25",20.3,243.1,0.9,0,70,1
400,"강남","2019-06-25",20.4,202.5,1.3,0,71.5,2
400,"강남","2019-06-25",19.1,0,0.3,0,75.2,3
400,"강남","2019-06-25",19.4,252,0.7,0,73.9,4
400,"강남","2019-06-25",21.7,160.6,0.7,0,67.2,5
400,"강남","2019-06-25",23.7,267.5,0.8,0,55.1,6
400,"강남","2019-06-25",25.8,133.6,0.8,0,47.5,7
400,"강남","2019-06-25",26.9,171,0.9,0,45.1,10
400,"강남","2019-06-25",29.3,40.1,1.4,0,39.6,11
400,"강남","2019-06-25",30.3,47.9,1.4,0,35.8,12
400,"강남","2019-06-25",30.8,250.3,1.6,0,34.7,13
400,"강남","2019-06-25",32.1,179.5,1.8,0,31.8,14
400,"강남","2019-06-25",33.1,200.9,1.8,0,26.9,15
400,"강남","2019-06-25",33.1,80,1.3,0,29,16
400,"강남","2019-06-25",31.4,260.7,3,0,40.4,17
400,"강남","2019-06-25",30.9,291.9,2.4,0,42,18
400,"강남","2019-06-25",29.3,301.8,2.1,0,44.8,19
400,"강남","2019-06-25",27.9,287.4,1.9,0,48.6,20
400,"강남","2019-06-25",27.1,301.5,1.7,0,48.3,21
400,"강남","2019-06-25",26.1,308.2,0.7,0,53.6,22
400,"강남","2019-06-25",24.7,229.7,0.7,0,57.6,23
400,"강남","2019-06-26",24.9,248.7,1.2,0,55.9,8
400,"강남","2019-06-26",24.1,241.9,1.1,0,57.5,9
400,"강남","2019-06-26",22.5,260.4,0.5,0,64.3,0
400,"강남","2019-06-26",22,0,0.3,0,67.2,1
400,"강남","2019-06-26",21.3,0,0.2,0,69,2
400,"강남","2019-06-26",21.2,88.5,0.7,0,69.8,3
400,"강남","2019-06-26",22.2,0,0.2,0,68.4,4
400,"강남","2019-06-26",23.3,173.9,0.7,0,65,5
400,"강남","2019-06-26",25.3,157.4,0.5,0,57.4,6
400,"강남","2019-06-26",25.8,6.1,1.1,0,57.7,7
400,"강남","2019-06-26",26.9,3.8,0.8,0,54.3,10
400,"강남","2019-06-26",26.9,208.5,0.9,0,55.7,11
400,"강남","2019-06-26",27,184.7,1.2,0,58,12
400,"강남","2019-06-26",27.8,143.6,1.3,0,54.5,13
400,"강남","2019-06-26",28.9,146.2,1.1,0,50.5,14
400,"강남","2019-06-26",28.8,174.3,2.5,0,45.3,15
400,"강남","2019-06-26",28.5,162.1,1.7,0,47,16
400,"강남","2019-06-26",28.1,192.1,1.3,0,52.6,17
400,"강남","2019-06-26",27.6,186.9,1.6,0,49.9,18
400,"강남","2019-06-26",27.3,173.7,2.1,0,54.8,19
400,"강남","2019-06-26",26.6,176.7,2,0,55.6,20
400,"강남","2019-06-26",26.2,163.5,1.3,0,56.1,21
400,"강남","2019-06-26",26.1,163.6,1.1,0,55.9,22
400,"강남","2019-06-26",24.9,151.6,1.3,0,67.9,23
400,"강남","2019-06-27",24.1,190,2.6,0,73.2,8
400,"강남","2019-06-27",22.8,114.4,0.6,0,87.1,9
400,"강남","2019-06-27",22.3,164.1,0.5,0,92.7,0
400,"강남","2019-06-27",22.7,180.8,0.5,0,91.8,1
400,"강남","2019-06-27",22.9,0,0.3,0,90.4,2
400,"강남","2019-06-27",22.8,0.8,0.9,0,90.9,3
400,"강남","2019-06-27",22.7,0,0.3,0,91.5,0
400,"강남","2019-06-27",22.7,275.5,0.5,0,96.7,1
400,"강남","2019-06-27",23.9,158.1,0.8,0,85.6,2
400,"강남","2019-06-27",24.8,8.6,1.1,0,83.3,3
400,"강남","2019-06-27",25.9,317.2,1.1,0,76.7,10
400,"강남","2019-06-27",27.8,111.1,1,0,64.3,11
400,"강남","2019-06-27",28.6,328.6,1.2,0,62.2,12
400,"강남","2019-06-27",29.3,215,1.5,0,58.2,13
400,"강남","2019-06-27",30.8,189.6,0.9,0,52.1,14
400,"강남","2019-06-27",31.1,205.4,2.1,0,54,15
400,"강남","2019-06-27",31.5,235.7,2.2,0,52.7,16
400,"강남","2019-06-27",29.3,239.3,2.4,0,61.3,17
400,"강남","2019-06-27",28.4,248.2,2,0,63,18
400,"강남","2019-06-27",27.7,237.7,1.5,0,64.8,19
400,"강남","2019-06-27",27.3,269.6,1.8,0,65.5,20
400,"강남","2019-06-27",26.3,264.9,1.7,0,67.9,21
400,"강남","2019-06-27",25.8,255.6,1.7,0,70.1,22
400,"강남","2019-06-27",25.1,240.1,1,0,71.8,23
400,"강남","2019-06-28",25.1,235.3,1.2,0,70.7,4
400,"강남","2019-06-28",24.8,0,0,0,71.7,5
400,"강남","2019-06-28",25,0,0.4,0,71.4,6
400,"강남","2019-06-28",24.6,0,0.4,0,75.1,7
400,"강남","2019-06-28",23.7,247.4,1.4,0,86.9,8
400,"강남","2019-06-28",23.1,0,0,0,89.3,9
400,"강남","2019-06-28",23.2,0,0,0,89.4,0
400,"강남","2019-06-28",24,0,0.2,0,85.1,1
400,"강남","2019-06-28",24.4,0,0.2,0,83.4,2
400,"강남","2019-06-28",24.9,242.2,1.1,0,81.4,3
400,"강남","2019-06-28",26.2,0,0,0,75.8,10
400,"강남","2019-06-28",25.6,0,0,0,75.7,11
400,"강남","2019-06-28",25,244.4,1.2,0,81.4,12
400,"강남","2019-06-28",25.8,0,0,0,79,13
400,"강남","2019-06-28",28.1,0,0,0,66.1,14
400,"강남","2019-06-28",28.9,251.5,1.3,0,62.8,15
400,"강남","2019-06-28",30,0,0.1,0,57.5,16
400,"강남","2019-06-28",28.7,286.9,1.4,0,61.4,17
400,"강남","2019-06-28",27.5,274.4,1.4,0,62.9,18
400,"강남","2019-06-28",26.6,245.2,0.6,0,66.3,19
400,"강남","2019-06-28",25.8,257.9,1,0,68.2,20
400,"강남","2019-06-28",25,258.6,1.5,0,68.6,21
400,"강남","2019-06-28",24.5,286.2,0.8,0,53.1,22
400,"강남","2019-06-28",24,0,0.1,0,53.4,23
400,"강남","2019-06-29",23.3,0,0,0,54.4,4
400,"강남","2019-06-29",22.4,0,0,0,63.7,5
400,"강남","2019-06-29",20.4,0,0,0,87.6,6
400,"강남","2019-06-29",20.1,0,0,0.5,95.1,7
400,"강남","2019-06-29",20.6,0,0,0,91,8
400,"강남","2019-06-29",20.1,0,0,0.5,95.5,9
400,"강남","2019-06-29",20.3,0,0,0,95.4,0
400,"강남","2019-06-29",20.2,0,0,0,93,1
400,"강남","2019-06-29",20,0,0,1,99.1,2
400,"강남","2019-06-29",20.7,0,0,0,96,3
400,"강남","2019-06-29",20.7,0,0.2,0,93.6,10
400,"강남","2019-06-29",22.3,34.5,0.6,0,83.8,11
400,"강남","2019-06-29",24.8,0,0,0,74.1,12
400,"강남","2019-06-29",25.9,0,0,0,68.5,13
400,"강남","2019-06-29",25.7,0,0.1,0,66.6,14
400,"강남","2019-06-29",27.6,133.1,1.1,0,54.6,15
400,"강남","2019-06-29",26.9,0,0.2,0,58.3,16
400,"강남","2019-06-29",27.2,189.2,0.7,0,59.5,17
400,"강남","2019-06-29",26.8,0,0,0,60.1,18
400,"강남","2019-06-29",26.3,0,0,0,61.6,19
400,"강남","2019-06-29",25.6,0,0,0,63.8,20
400,"강남","2019-06-29",25.4,0,0,0,65.1,21
400,"강남","2019-06-29",24.1,0,0,0,74.6,22
400,"강남","2019-06-29",23.5,0,0,0,82,23
400,"강남","2019-06-30",22.7,0,0,0,84.6,0
400,"강남","2019-06-30",21.9,0,0,0,88.7,1
400,"강남","2019-06-30",23.6,295.1,1.7,0,80.4,2
400,"강남","2019-06-30",22.6,0,0,0,85.2,3
400,"강남","2019-06-30",22.9,258.2,0.7,0,86.3,4
400,"강남","2019-06-30",22.2,0,0,0,88.2,5
400,"강남","2019-06-30",21.5,0,0,0,91.2,6
400,"강남","2019-06-30",22.8,0,0,0,85.7,7
400,"강남","2019-06-30",23.1,0,0,0,83.7,8
400,"강남","2019-06-30",24.4,0,0,0,75.1,9
400,"강남","2019-06-30",25.6,0,0,0,70.5,10
400,"강남","2019-06-30",26.8,0,0,0,62.7,11
400,"강남","2019-06-30",27.3,192,0.6,0,58.4,12
400,"강남","2019-06-30",28.3,193.7,1.2,0,57.6,13
400,"강남","2019-06-30",27,0,0.3,0,61.9,14
400,"강남","2019-06-30",26.7,255.2,1.7,0,65,15
400,"강남","2019-06-30",26.8,233.9,1.9,0,67,16
400,"강남","2019-06-30",26.1,239.2,2.7,0,70,17
400,"강남","2019-06-30",26.1,259.4,2.1,0,71.7,18
400,"강남","2019-06-30",25,252.7,2.4,0,78.3,19
400,"강남","2019-06-30",24.6,256,1.5,0,84.2,20
400,"강남","2019-06-30",24.1,236.8,1.5,0,84.5,21
400,"강남","2019-06-30",23.8,246.3,1,0,86.1,22
400,"강남","2019-06-30",23.4,241.3,1.1,0,85.1,23
400,"강남","2019-07-01",23.1,263,1.2,0,84.4,0
400,"강남","2019-07-01",22.8,0,0,0,84.3,1
400,"강남","2019-07-01",22.5,248.3,1.3,0,81.3,2
400,"강남","2019-07-01",21.7,272.9,1.6,0,83.5,3
400,"강남","2019-07-01",21.5,221.6,1.1,0,84.8,4
400,"강남","2019-07-01",21.5,196.6,1.6,0,88.2,5
400,"강남","2019-07-01",21.1,262.2,1.1,0,88.2,6
400,"강남","2019-07-01",21.8,231.5,1.4,0,86.1,7
400,"강남","2019-07-01",22.5,179.1,1,0,83.4,8
400,"강남","2019-07-01",23.1,213,1.3,0,79.2,9
400,"강남","2019-07-01",24.4,261.1,0.9,0,71.7,10
400,"강남","2019-07-01",25.2,219.5,1.6,0,62,11
400,"강남","2019-07-01",26.3,251.5,1.6,0,56.2,12
400,"강남","2019-07-01",27.5,210.6,1.6,0,51.3,13
400,"강남","2019-07-01",28.7,244.8,1.8,0,46.2,14
400,"강남","2019-07-01",28.9,283.6,2.5,0,45,15
400,"강남","2019-07-01",28.3,272.5,0.7,0,44,16
400,"강남","2019-07-01",28.8,262.8,2.1,0,44.9,17
400,"강남","2019-07-01",27.5,271.6,2.7,0,45.8,18
400,"강남","2019-07-01",26,265.6,3.1,0,49.8,19
400,"강남","2019-07-01",24.5,249.9,2,0,57.8,20
400,"강남","2019-07-01",23.5,241.4,1.7,0,63.7,21
400,"강남","2019-07-01",23,212.4,1.4,0,68.9,22
400,"강남","2019-07-01",22.3,182.9,1.7,0,78.6,23
400,"강남","2019-07-02",22,193.6,1.3,0,85.4,0
400,"강남","2019-07-02",21.5,204.1,0.8,0,88.1,1
400,"강남","2019-07-02",21.5,168.9,0.9,0,87.3,2
400,"강남","2019-07-02",21.5,178.4,1.1,0,87.2,3
400,"강남","2019-07-02",21.5,189.8,1.9,0,88.4,0
400,"강남","2019-07-02",20.7,199,0.6,0,90.2,1
400,"강남","2019-07-02",21,187.7,1.5,0,90.9,2
400,"강남","2019-07-02",21.9,216.1,1,0,86.1,3
400,"강남","2019-07-02",23.3,214.5,1.3,0,77.4,4
400,"강남","2019-07-02",24.4,204.6,1.6,0,68.3,5
400,"강남","2019-07-02",25.8,239,0.9,0,62.8,10
400,"강남","2019-07-02",26.3,141.4,1,0,57.4,11
400,"강남","2019-07-02",28.9,266.1,1.6,0,47.5,12
400,"강남","2019-07-02",29.5,294.6,2,0,42.4,13
400,"강남","2019-07-02",29.6,318.8,1.8,0,39.8,14
400,"강남","2019-07-02",29.7,295.1,1.9,0,44.4,15
400,"강남","2019-07-02",29.2,264.6,3.2,0,46.5,16
400,"강남","2019-07-02",29,231.9,2.8,0,46.9,17
400,"강남","2019-07-02",28.3,240.8,2.3,0,46,18
400,"강남","2019-07-02",27.3,267.9,2.9,0,47.9,19
400,"강남","2019-07-02",25.9,246.7,2,0,55.7,20
400,"강남","2019-07-02",24.4,251.8,1.4,0,65.2,21
400,"강남","2019-07-02",23.7,205.5,1.2,0,70.9,22
400,"강남","2019-07-02",22.9,248.9,1.4,0,80.7,23
400,"강남","2019-07-03",22.5,243.5,1,0,85.5,6
400,"강남","2019-07-03",22.2,230.9,1.2,0,87,7
400,"강남","2019-07-03",21.7,245.3,0.7,0,90,8
400,"강남","2019-07-03",21.7,202.9,1,0,90.6,9
400,"강남","2019-07-03",20.6,0,0,0,93.9,0
400,"강남","2019-07-03",20.8,244.2,0.7,0,95,1
400,"강남","2019-07-03",21.4,260.5,0.6,0,90.6,2
400,"강남","2019-07-03",22.4,254.6,1.1,0,85.8,3
400,"강남","2019-07-03",23.5,202.5,1.8,0,78,4
400,"강남","2019-07-03",25.1,179,1.3,0,70.6,5
400,"강남","2019-07-03",25.7,47.3,0.6,0,65.5,10
400,"강남","2019-07-03",26.8,102.1,1.8,0,57.8,11
400,"강남","2019-07-03",27.5,289.3,1.1,0,55.3,12
400,"강남","2019-07-03",28.4,325.5,1.3,0,50.8,13
400,"강남","2019-07-03",28.7,28.6,1.1,0,51.4,14
400,"강남","2019-07-03",28,290.9,1.4,0,53.3,15
400,"강남","2019-07-03",28.1,281.2,2.2,0,51.8,16
400,"강남","2019-07-03",28,294.2,1.7,0,50.1,17
400,"강남","2019-07-03",27.3,291.5,2.6,0,52.1,18
400,"강남","2019-07-03",26.9,318.1,2.1,0,49.3,19
400,"강남","2019-07-03",26,311.9,1.2,0,62.2,20
400,"강남","2019-07-03",25.2,314.7,1.2,0,68.7,21
400,"강남","2019-07-03",24.3,281.9,0.7,0,69.9,22
400,"강남","2019-07-03",23.3,221.7,0.9,0,76.8,23
400,"강남","2019-07-04",23,253.4,1.5,0,69.1,6
400,"강남","2019-07-04",22.1,237.6,0.8,0,74.1,7
400,"강남","2019-07-04",21.5,255.5,1,0,80.7,8
400,"강남","2019-07-04",20.9,237.3,1,0,84.7,9
400,"강남","2019-07-04",20.7,244.4,1.2,0,88.8,0
400,"강남","2019-07-04",19.9,243.4,0.6,0,92.9,1
400,"강남","2019-07-04",20,339.6,0.5,0,95,2
400,"강남","2019-07-04",21.3,256,1.2,0,88.1,3
400,"강남","2019-07-04",23.5,0,0.3,0,79.5,0
400,"강남","2019-07-04",26.3,197.6,0.9,0,70,1
400,"강남","2019-07-04",26.9,294.5,1.3,0,62.8,10
400,"강남","2019-07-04",29.1,312.3,1.4,0,44.2,11
400,"강남","2019-07-04",30.6,1,1.7,0,41.2,12
400,"강남","2019-07-04",31.8,293.2,2,0,35.9,13
400,"강남","2019-07-04",32.9,312.5,2.3,0,33.8,14
400,"강남","2019-07-04",32.9,283.5,2.6,0,39,15
400,"강남","2019-07-04",32.3,253.6,2.6,0,35.7,16
400,"강남","2019-07-04",31,269,3.4,0,33.3,17
400,"강남","2019-07-04",30.1,268.3,3,0,30.7,18
400,"강남","2019-07-04",28.4,248.5,2.3,0,38.1,19
400,"강남","2019-07-04",27,235.5,1.7,0,42.3,20
400,"강남","2019-07-04",25.8,271.3,1.1,0,46.7,21
400,"강남","2019-07-04",24.8,252.6,1,0,55,22
400,"강남","2019-07-04",24.2,211.5,0.8,0,60.9,23
400,"강남","2019-07-05",23.5,241.3,1.1,0,67.5,2
400,"강남","2019-07-05",22.8,257.1,1.6,0,68.7,3
400,"강남","2019-07-05",21.7,0,0.4,0,81.5,4
400,"강남","2019-07-05",21.1,271.2,0.6,0,87,5
400,"강남","2019-07-05",20.7,0,0.1,0,88.8,6
400,"강남","2019-07-05",20.9,90.5,0.8,0,81.5,7
400,"강남","2019-07-05",21.1,242.8,0.6,0,83.2,8
400,"강남","2019-07-05",22.5,172.8,0.9,0,73,9
400,"강남","2019-07-05",24.5,235.6,0.5,0,62,0
400,"강남","2019-07-05",27.3,178.7,0.8,0,51.4,1
400,"강남","2019-07-05",28.3,176.6,1.3,0,45.1,10
400,"강남","2019-07-05",30.6,213.7,1.2,0,39.3,11
400,"강남","2019-07-05",33.2,91.5,1,0,34.6,12
400,"강남","2019-07-05",33.9,242.1,1.2,0,33.6,13
400,"강남","2019-07-05",35.3,17.1,1.5,0,32.6,14
400,"강남","2019-07-05",35.7,1.7,1.7,0,28,15
400,"강남","2019-07-05",33.6,300.8,2.1,0,38.9,16
400,"강남","2019-07-05",33.1,288.4,3,0,41.4,17
400,"강남","2019-07-05",32.6,294.8,2.2,0,40.5,18
400,"강남","2019-07-05",31.5,281.7,2.3,0,42.3,19
400,"강남","2019-07-05",30.6,318.6,1.4,0,42.1,20
400,"강남","2019-07-05",30,305.5,1.5,0,40.7,21
400,"강남","2019-07-05",29.6,257.7,0.7,0,37.7,22
400,"강남","2019-07-05",27.8,116.9,1.1,0,54.8,23
400,"강남","2019-07-06",25.5,251.4,1.2,0,77.2,2
400,"강남","2019-07-06",25.5,171,0.8,0,69.3,3
400,"강남","2019-07-06",25.8,0,0.4,0,67.3,4
400,"강남","2019-07-06",25.3,184.4,0.5,0,75.6,5
400,"강남","2019-07-06",24.4,0,0.2,0,72.3,6
400,"강남","2019-07-06",24.2,116.5,0.9,0,74.9,7
400,"강남","2019-07-06",24.5,173.9,1.1,0,74.3,8
400,"강남","2019-07-06",25.9,158.2,0.9,0,66.6,9
400,"강남","2019-07-06",27.6,160,1.8,0,56.1,0
400,"강남","2019-07-06",28.2,183.8,2.1,0,55,1
400,"강남","2019-07-06",29.5,181.7,1.7,0,47.6,10
400,"강남","2019-07-06",31.6,182.9,2.1,0,43.1,11
400,"강남","2019-07-06",32.8,95.7,1.9,0,36.7,12
400,"강남","2019-07-06",33.7,183.1,2.8,0,35.3,13
400,"강남","2019-07-06",34.5,135.2,1.9,0,32.6,14
400,"강남","2019-07-06",34.5,117.9,2,0,30.4,15
400,"강남","2019-07-06",35,179.1,3.2,0,31.7,16
400,"강남","2019-07-06",35.4,183.6,1.8,0,31.1,17
400,"강남","2019-07-06",34.5,181.6,2,0,30.5,18
400,"강남","2019-07-06",32.6,87.9,1.3,0,39.4,19
400,"강남","2019-07-06",31.1,120.6,1.4,0,43.9,20
400,"강남","2019-07-06",30.2,85.6,1.3,0,45.3,21
400,"강남","2019-07-06",29,116.5,2,0,46.1,22
400,"강남","2019-07-06",27.5,119.7,1.4,0,49.1,23
400,"강남","2019-07-07",26.5,111.6,0.8,0,51.4,2
400,"강남","2019-07-07",25.8,92.9,1.2,0,55.4,3
400,"강남","2019-07-07",25.3,112.6,1.4,0,58,0
400,"강남","2019-07-07",24.8,115.8,1,0,59.3,1
400,"강남","2019-07-07",24.7,111.5,1.2,0,59.2,2
400,"강남","2019-07-07",24.6,112.7,1.4,0,60.9,3
400,"강남","2019-07-07",24.7,78.6,1.2,0,59.7,4
400,"강남","2019-07-07",26,113.2,1.3,0,56.7,5
400,"강남","2019-07-07",27.4,20.6,1.3,0,51.9,6
400,"강남","2019-07-07",27.6,107.6,1.5,0,52,7
400,"강남","2019-07-07",28.7,102.6,2.4,0,45.5,10
400,"강남","2019-07-07",29.9,103.1,2.9,0,42.1,11
400,"강남","2019-07-07",30.7,101.4,2.3,0,38.3,12
400,"강남","2019-07-07",31.2,84.4,2.3,0,37.2,13
400,"강남","2019-07-07",30.2,119.4,2.3,0,36.8,14
400,"강남","2019-07-07",31.1,101.4,1.8,0,37.1,15
400,"강남","2019-07-07",31.4,35.2,2.1,0,36.8,16
400,"강남","2019-07-07",30.2,39.9,2,0,38.4,17
400,"강남","2019-07-07",28.9,83.9,2.1,0,40.1,18
400,"강남","2019-07-07",27.8,79.6,1.7,0,41.9,19
400,"강남","2019-07-07",26.4,94.5,1.9,0,45.3,20
400,"강남","2019-07-07",25.6,80,1.8,0,46.9,21
400,"강남","2019-07-07",24.7,94.7,1.1,0,47.8,22
400,"강남","2019-07-07",24.2,90.3,1.1,0,47.6,23
400,"강남","2019-07-08",23.5,104.2,1.3,0,49.1,8
400,"강남","2019-07-08",23,97.5,1.5,0,50.6,9
400,"강남","2019-07-08",22.4,110.6,1.5,0,52.7,0
400,"강남","2019-07-08",22.1,118.3,1.8,0,53.6,1
400,"강남","2019-07-08",22.1,112.4,1.3,0,53.8,2
400,"강남","2019-07-08",22.1,104.8,1.3,0,55,3
400,"강남","2019-07-08",22.1,78.8,0.8,0,56,4
400,"강남","2019-07-08",22.7,93.5,1,0,55.2,5
400,"강남","2019-07-08",24,97.2,1.7,0,53.3,6
400,"강남","2019-07-08",26.1,80.9,1.5,0,50.1,7
400,"강남","2019-07-08",26.6,41.6,1.8,0,51.1,10
400,"강남","2019-07-08",27,107.9,1.6,0,49.7,11
400,"강남","2019-07-08",28.2,65.3,2,0,47.2,12
400,"강남","2019-07-08",29,95.1,2,0,43.7,13
400,"강남","2019-07-08",29.9,98.6,1.6,0,41,14
400,"강남","2019-07-08",29.7,112.4,2.1,0,41.7,15
400,"강남","2019-07-08",30.4,104.5,2.2,0,40.7,16
400,"강남","2019-07-08",28.6,107.6,2.8,0,42.2,17
400,"강남","2019-07-08",27.8,108.9,2.2,0,45,18
400,"강남","2019-07-08",27.1,115.7,2,0,46,19
400,"강남","2019-07-08",26.4,114.9,2.3,0,44.7,20
400,"강남","2019-07-08",25.6,100.9,1,0,48.6,21
400,"강남","2019-07-08",24.8,104.3,0.8,0,54.1,22
400,"강남","2019-07-08",24,109.1,1.2,0,56.6,23
400,"강남","2019-07-09",23.4,92.3,1.2,0,59.5,8
400,"강남","2019-07-09",23,117.1,1.1,0,59.4,9
400,"강남","2019-07-09",22.4,44.9,0.7,0,60.9,0
400,"강남","2019-07-09",22.2,100.1,1.5,0,60.5,1
400,"강남","2019-07-09",21.7,100.1,0.8,0,62.1,2
400,"강남","2019-07-09",21.4,111.9,1,0,63,3
400,"강남","2019-07-09",21.5,125.5,0.9,0,64,0
400,"강남","2019-07-09",22.7,66.3,0.9,0,61.2,1
400,"강남","2019-07-09",24.1,61.8,1.2,0,55.3,2
400,"강남","2019-07-09",25.8,88,1.6,0,50.1,3
400,"강남","2019-07-09",27.3,91.9,1.8,0,47.6,10
400,"강남","2019-07-09",28.9,114.3,1.4,0,41.9,11
400,"강남","2019-07-09",28.5,134.1,2.2,0,40.9,12
400,"강남","2019-07-09",28.8,92.2,2,0,41.5,13
400,"강남","2019-07-09",29.4,103.2,1.9,0,43.4,14
400,"강남","2019-07-09",29,80,1.9,0,44.3,15
400,"강남","2019-07-09",29.1,93.2,1.6,0,42.1,16
400,"강남","2019-07-09",28.5,121.9,1.9,0,43.5,17
400,"강남","2019-07-09",28.3,101.2,1.3,0,43.5,18
400,"강남","2019-07-09",27.8,112.3,1.7,0,44,19
400,"강남","2019-07-09",27,85.2,1.4,0,44.8,20
400,"강남","2019-07-09",26,105.5,1.9,0,45.7,21
400,"강남","2019-07-09",25.4,127.8,1,0,47.6,22
400,"강남","2019-07-09",24.8,103.5,1.2,0,49.5,23
400,"강남","2019-07-10",23.8,91.7,1.3,0,52.5,4
400,"강남","2019-07-10",22.9,108.9,1.1,0,56,5
400,"강남","2019-07-10",22.3,108.3,1.1,0,58.8,6
400,"강남","2019-07-10",21.9,106.1,0.8,0,62.3,7
400,"강남","2019-07-10",21.8,116.1,1.1,0,64,8
400,"강남","2019-07-10",22,111.2,1.3,0,64.2,9
400,"강남","2019-07-10",22.1,84.3,0.9,0,65.2,0
400,"강남","2019-07-10",22.6,94.4,1.1,0,64,1
400,"강남","2019-07-10",24.4,48.1,1.3,0,56.5,2
400,"강남","2019-07-10",24.9,104.9,2.7,0,53.5,3
